Uniprot.accession,Gene.symbol,Description,tissue,Variable,Value,transporter,mito,meta,edge,rhea,reactome,TCDB,edge_type,Outlier
P83093,STIM2,Stromal interaction molecule 2 OS=Mus musculus OX=10090 GN=Stim2 PE=1 SV=2,bat,L-Citrulline,-0.180238013,yes,no,no,STIM2_L-Citrulline,NA,NA,NA,newfound,Normal
Q91VW5,GOLGA4,Golgin subfamily A member 4 OS=Mus musculus OX=10090 GN=Golga4 PE=1 SV=2,bat,L-Citrulline,-0.272998439,no,no,no,GOLGA4_L-Citrulline,NA,NA,NA,newfound,Normal
Q6PGH2,JPT2,Jupiter microtubule associated homolog 2 OS=Mus musculus OX=10090 GN=Jpt2 PE=1 SV=1,bat,L-Citrulline,-0.0197,no,no,no,JPT2_L-Citrulline,NA,NA,NA,newfound,Normal
Q3UZ39,LRRFIP1,Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=2,bat,L-Citrulline,-0.064,no,no,no,LRRFIP1_L-Citrulline,NA,NA,NA,newfound,Normal
Q8BHG1,NRDC,Nardilysin OS=Mus musculus OX=10090 GN=Nrdc PE=1 SV=1,bat,L-Citrulline,-0.0552,no,no,no,NRDC_L-Citrulline,NA,NA,NA,newfound,Normal
E9Q616,AHNAK,AHNAK nucleoprotein (desmoyokin) OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1,bat,L-Citrulline,-0.123871693,no,no,no,AHNAK_L-Citrulline,NA,NA,NA,newfound,Normal
Q8BJD1,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Mus musculus OX=10090 GN=Itih5 PE=1 SV=1,bat,L-Citrulline,-0.129696539,no,no,no,ITIH5_L-Citrulline,NA,NA,NA,newfound,Normal
Q9ER72,CARS1,"Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars1 PE=1 SV=2",bat,L-Citrulline,-0.151658379,no,no,no,CARS1_L-Citrulline,NA,NA,NA,newfound,Normal
Q8VDI7,UBAC1,Ubiquitin-associated domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ubac1 PE=1 SV=2,bat,L-Citrulline,-0.0626,no,no,no,UBAC1_L-Citrulline,NA,NA,NA,newfound,Normal
Q9QXX0,JAG1,Protein jagged-1 OS=Mus musculus OX=10090 GN=Jag1 PE=1 SV=1,bat,L-Citrulline,-0.0324,no,no,no,JAG1_L-Citrulline,NA,NA,NA,newfound,Normal
Q8BX10,PGAM5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Mus musculus OX=10090 GN=Pgam5 PE=1 SV=1",bat,L-Citrulline,-0.0278,no,yes,yes,PGAM5_L-Citrulline,NA,NA,NA,newfound,Normal
Q60634,FLOT2,Flotillin-2 OS=Mus musculus OX=10090 GN=Flot2 PE=1 SV=2,bat,L-Citrulline,-0.0642,no,no,no,FLOT2_L-Citrulline,NA,NA,NA,newfound,Normal
Q91WE1,SNX15,Sorting nexin-15 OS=Mus musculus OX=10090 GN=Snx15 PE=1 SV=1,bat,L-Citrulline,-0.03,yes,no,no,SNX15_L-Citrulline,NA,NA,NA,newfound,Normal
Q01853,VCP,Transitional endoplasmic reticulum ATPase OS=Mus musculus OX=10090 GN=Vcp PE=1 SV=4,bat,L-Citrulline,-0.0142,yes,no,no,VCP_L-Citrulline,NA,NA,NA,newfound,Normal
P70444,BID,BH3-interacting domain death agonist OS=Mus musculus OX=10090 GN=Bid PE=1 SV=2,bat,L-Citrulline,-5.13e-4,no,yes,no,BID_L-Citrulline,NA,NA,NA,newfound,Normal
Q9CQI3,GMFB,Glia maturation factor beta OS=Mus musculus OX=10090 GN=Gmfb PE=1 SV=3,bat,L-Citrulline,-0.165739597,no,no,no,GMFB_L-Citrulline,NA,NA,NA,newfound,Normal
Q9DCU9,HOGA1,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial OS=Mus musculus OX=10090 GN=Hoga1 PE=1 SV=1",bat,L-Citrulline,-0.0292,no,yes,yes,HOGA1_L-Citrulline,NA,NA,NA,newfound,Normal
Q9Z2L7,CRLF3,Cytokine receptor-like factor 3 OS=Mus musculus OX=10090 GN=Crlf3 PE=1 SV=1,bat,L-Citrulline,-0.0958,no,no,no,CRLF3_L-Citrulline,NA,NA,NA,newfound,Normal
P61226,RAP2B,Ras-related protein Rap-2b OS=Mus musculus OX=10090 GN=Rap2b PE=1 SV=1,bat,L-Cysteinesulfinic acid,-0.0348,no,no,no,RAP2B_L-Cysteinesulfinic acid,NA,NA,NA,newfound,Normal
P35235-1,PTPN11,Isoform 2 of Tyrosine-protein phosphatase non-receptor type 11 OS=Mus musculus OX=10090 GN=Ptpn11,bat,L-Cysteinesulfinic acid,-0.182436698,no,no,no,PTPN11_L-Cysteinesulfinic acid,NA,NA,NA,newfound,Normal
Q8BRN9,CC2D1B,Coiled-coil and C2 domain-containing protein 1B OS=Mus musculus OX=10090 GN=Cc2d1b PE=1 SV=1,bat,L-Dihydroorotic acid,-0.062,no,no,no,CC2D1B_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
Q9CQ73,PKP2,Plakophilin 2 OS=Mus musculus OX=10090 GN=Pkp2 PE=1 SV=1,bat,L-Dihydroorotic acid,-0.0271,no,no,no,PKP2_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
P26041,MSN,Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3,bat,L-Dihydroorotic acid,-0.0576,no,no,no,MSN_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
P26040,EZR,Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3,bat,L-Dihydroorotic acid,-0.0849,yes,no,no,EZR_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,L-Dihydroorotic acid,-0.0343,no,no,no,NPR3_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
Q91VJ2,CAVIN3,Caveolae-associated protein 3 OS=Mus musculus OX=10090 GN=Cavin3 PE=1 SV=1,bat,L-Dihydroorotic acid,-0.0344,no,no,no,CAVIN3_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
P61226,RAP2B,Ras-related protein Rap-2b OS=Mus musculus OX=10090 GN=Rap2b PE=1 SV=1,bat,L-Dihydroorotic acid,-7.75e-4,no,no,no,RAP2B_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
P07356,ANXA2,Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2,bat,L-Dihydroorotic acid,-0.166362098,yes,no,no,ANXA2_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
Q8BJD1,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Mus musculus OX=10090 GN=Itih5 PE=1 SV=1,bat,L-Dihydroorotic acid,-0.0102,no,no,no,ITIH5_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
P28656,NAP1L1,Nucleosome assembly protein 1-like 1 OS=Mus musculus OX=10090 GN=Nap1l1 PE=1 SV=2,bat,L-Dihydroorotic acid,-0.141605425,no,no,no,NAP1L1_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
E9Q3X0,MVP,Major vault protein OS=Mus musculus OX=10090 GN=Mvp PE=1 SV=1,bat,L-Dihydroorotic acid,-0.172980332,yes,no,no,MVP_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
Q9DCN2,CYB5R3,NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3,bat,L-Dihydroorotic acid,-0.00502,yes,yes,yes,CYB5R3_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
Q9CZT5,VASN,Vasorin OS=Mus musculus OX=10090 GN=Vasn PE=2 SV=2,bat,L-Dihydroorotic acid,-0.0962,no,no,no,VASN_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
P16110,LGALS3,Galectin-3 OS=Mus musculus OX=10090 GN=Lgals3 PE=1 SV=3,bat,L-Dihydroorotic acid,-0.00932,no,no,no,LGALS3_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
P60334,CDO1,Cysteine dioxygenase type 1 OS=Mus musculus OX=10090 GN=Cdo1 PE=1 SV=1,bat,L-Glutamic acid,0.0604,no,no,yes,CDO1_L-Glutamic acid,NA,R-HSA-1614558,NA,established,Normal
O88735-2,MAP7,Isoform 2 of Ensconsin OS=Mus musculus OX=10090 GN=Map7,bat,L-Glutamic acid,0.0156,no,no,no,MAP7_L-Glutamic acid,NA,NA,NA,newfound,Normal
P10107,ANXA1,Annexin A1 OS=Mus musculus OX=10090 GN=Anxa1 PE=1 SV=2,bat,L-Glutamic acid,-0.0464,yes,no,no,ANXA1_L-Glutamic acid,NA,NA,NA,newfound,Normal
P55264,ADK,Adenosine kinase OS=Mus musculus OX=10090 GN=Adk PE=1 SV=2,bat,L-Glutamic acid,0.0852,no,no,yes,ADK_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q8R0N6,ADHFE1,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Adhfe1 PE=1 SV=2",bat,L-Glutamic acid,0.0379,no,yes,yes,ADHFE1_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q8VCC9,SPON1,Spondin-1 OS=Mus musculus OX=10090 GN=Spon1 PE=1 SV=1,bat,L-Glutamic acid,0.0151,no,no,no,SPON1_L-Glutamic acid,NA,NA,NA,newfound,Normal
P17710,HK1,Hexokinase-1 OS=Mus musculus OX=10090 GN=Hk1 PE=1 SV=3,bat,L-Glutamic acid,-0.0758,no,no,yes,HK1_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q9JK42,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus OX=10090 GN=Pdk2 PE=1 SV=2",bat,L-Glutamic acid,0.0479,no,yes,yes,PDK2_L-Glutamic acid,NA,NA,NA,newfound,Normal
P48036,ANXA5,Annexin A5 OS=Mus musculus OX=10090 GN=Anxa5 PE=1 SV=1,bat,L-Glutamic acid,-0.0488,yes,no,no,ANXA5_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q3UDE2,TTLL12,Tubulin--tyrosine ligase-like protein 12 OS=Mus musculus OX=10090 GN=Ttll12 PE=1 SV=1,bat,L-Glutamic acid,-0.0186,no,no,no,TTLL12_L-Glutamic acid,NA,R-HSA-8955332;R-MMU-8955332,NA,established,Normal
Q7M759,ABHD17B,Alpha/beta hydrolase domain-containing protein 17B OS=Mus musculus OX=10090 GN=Abhd17b PE=1 SV=1,bat,L-Glutamic acid,-0.01,no,no,yes,ABHD17B_L-Glutamic acid,NA,NA,NA,newfound,Normal
O35711-4,PPFIBP2,Isoform 4 of Liprin-beta-2 OS=Mus musculus OX=10090 GN=Ppfibp2,bat,L-Glutamic acid,0.0756,no,no,no,PPFIBP2_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q8BJD1,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Mus musculus OX=10090 GN=Itih5 PE=1 SV=1,bat,L-Glutamic acid,-0.00847,no,no,no,ITIH5_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q8VBX0,ASB13,Ankyrin repeat and SOCS box protein 13 OS=Mus musculus OX=10090 GN=Asb13 PE=2 SV=1,bat,L-Glutamic acid,-0.0357,no,no,no,ASB13_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q8CGC4,LSM14B,Protein LSM14 homolog B OS=Mus musculus OX=10090 GN=Lsm14b PE=1 SV=3,bat,L-Glutamic acid,1.88e-4,no,no,no,LSM14B_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q9CQA9,NTPCR,Cancer-related nucleoside-triphosphatase homolog OS=Mus musculus OX=10090 GN=Ntpcr PE=1 SV=1,bat,L-Glutamic acid,-0.182423573,no,no,yes,NTPCR_L-Glutamic acid,NA,NA,NA,newfound,Normal
O88947,F10,Coagulation factor X OS=Mus musculus OX=10090 GN=F10 PE=1 SV=1,bat,L-Glutamic acid,-0.0545,no,no,no,F10_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q9DCN2,CYB5R3,NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3,bat,L-Glutamic acid,-0.0904,yes,yes,yes,CYB5R3_L-Glutamic acid,NA,NA,NA,newfound,Normal
P70290,MPP1,55 kDa erythrocyte membrane protein OS=Mus musculus OX=10090 GN=Mpp1 PE=1 SV=1,bat,L-Glutamic acid,-5.8e-4,no,no,no,MPP1_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q8BXN7,PPM1K,"Protein phosphatase 1K, mitochondrial OS=Mus musculus OX=10090 GN=Ppm1k PE=1 SV=1",bat,L-Glutamic acid,0.151801532,no,yes,no,PPM1K_L-Glutamic acid,NA,R-MMU-70895;R-HSA-70895,NA,established,Normal
Q9DCL4,METTL15,12S rRNA N4-methylcytidine methyltransferase OS=Mus musculus OX=10090 GN=Mettl15 PE=1 SV=2,bat,L-Glutamic acid,-0.104315095,no,yes,yes,METTL15_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q4PJX1,ODR4,Protein odr-4 homolog OS=Mus musculus OX=10090 GN=Odr4 PE=1 SV=2,bat,L-Glutamic acid,-0.0286,no,no,no,ODR4_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q6XLQ8,CALU,Calumenin OS=Mus musculus OX=10090 GN=Calu PE=1 SV=1,bat,L-Glutamic acid,-0.0617,no,no,no,CALU_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q9WVL0,GSTZ1,Maleylacetoacetate isomerase OS=Mus musculus OX=10090 GN=Gstz1 PE=1 SV=1,bat,L-Glutamic acid,0.00444,no,yes,yes,GSTZ1_L-Glutamic acid,NA,R-HSA-8963684;R-MMU-8963684,NA,established,Normal
P56395,CYB5A,Cytochrome b5 OS=Mus musculus OX=10090 GN=Cyb5a PE=1 SV=2,bat,L-Glutamic acid,-0.0889,no,no,no,CYB5A_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q9D1H9-2,MFAP4,Isoform 2 of Microfibril-associated glycoprotein 4 OS=Mus musculus OX=10090 GN=Mfap4,bat,L-Glutamic acid,0.0373,no,no,no,MFAP4_L-Glutamic acid,NA,NA,NA,newfound,Normal
Q9D711,PIR,Pirin OS=Mus musculus OX=10090 GN=Pir PE=1 SV=1,bat,L-Glutamic acid,-0.00811,no,no,no,PIR_L-Glutamic acid,NA,NA,NA,newfound,Normal
P50294,NAT1,Arylamine N-acetyltransferase 1 OS=Mus musculus OX=10090 GN=Nat1 PE=1 SV=1,bat,L-Glutamic acid,-0.0705,no,no,yes,NAT1_L-Glutamic acid,NA,R-HSA-9753281;R-MMU-9753281,NA,established,Normal
Q8K371,AMOTL2,Angiomotin-like protein 2 OS=Mus musculus OX=10090 GN=Amotl2 PE=1 SV=1,bat,L-Glutamine,-0.119264764,no,no,no,AMOTL2_L-Glutamine,NA,NA,NA,newfound,Normal
Q921G6,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Mus musculus OX=10090 GN=Lrch4 PE=1 SV=1,bat,L-Glutamine,-0.0773,no,no,no,LRCH4_L-Glutamine,NA,NA,NA,newfound,Normal
P54103,DNAJC2,DnaJ homolog subfamily C member 2 OS=Mus musculus OX=10090 GN=Dnajc2 PE=1 SV=2,bat,L-Glutamine,-0.163553351,no,no,no,DNAJC2_L-Glutamine,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,L-Glutamine,-0.0658,no,no,no,NPR3_L-Glutamine,NA,NA,NA,newfound,Normal
Q810U5,CCDC50,Coiled-coil domain-containing protein 50 OS=Mus musculus OX=10090 GN=Ccdc50 PE=1 SV=1,bat,L-Glutamine,-0.0742,no,no,no,CCDC50_L-Glutamine,NA,NA,NA,newfound,Normal
O54724,CAVIN1,Caveolae-associated protein 1 OS=Mus musculus OX=10090 GN=Cavin1 PE=1 SV=1,bat,L-Glutamine,-0.0956,no,no,no,CAVIN1_L-Glutamine,NA,NA,NA,newfound,Normal
P11352,GPX1,Glutathione peroxidase 1 OS=Mus musculus OX=10090 GN=Gpx1 PE=1 SV=2,bat,L-Glutamine,-0.0255,no,yes,yes,GPX1_L-Glutamine,NA,NA,NA,newfound,Normal
Q3UHX2,PDAP1,28 kDa heat- and acid-stable phosphoprotein OS=Mus musculus OX=10090 GN=Pdap1 PE=1 SV=1,bat,L-Glutamine,-0.0905,no,no,no,PDAP1_L-Glutamine,NA,NA,NA,newfound,Normal
Q8K245,UVRAG,UV radiation resistance-associated protein OS=Mus musculus OX=10090 GN=Uvrag PE=1 SV=2,bat,L-Glutamine,-0.0532,no,no,no,UVRAG_L-Glutamine,NA,NA,NA,newfound,Normal
E9Q3X0,MVP,Major vault protein OS=Mus musculus OX=10090 GN=Mvp PE=1 SV=1,bat,L-Glutamine,-0.0132,yes,no,no,MVP_L-Glutamine,NA,NA,NA,newfound,Normal
P28741,KIF3A,Kinesin-like protein KIF3A OS=Mus musculus OX=10090 GN=Kif3a PE=1 SV=2,bat,L-Glutamine,-0.229699353,no,no,no,KIF3A_L-Glutamine,NA,NA,NA,newfound,Normal
Q61391,MME,Neprilysin OS=Mus musculus OX=10090 GN=Mme PE=1 SV=3,bat,L-Glutamine,-0.0152,no,no,no,MME_L-Glutamine,NA,NA,NA,newfound,Normal
O70572,SMPD2,Sphingomyelin phosphodiesterase 2 OS=Mus musculus OX=10090 GN=Smpd2 PE=1 SV=1,bat,L-Glutamine,-0.0647,no,no,yes,SMPD2_L-Glutamine,NA,NA,NA,newfound,Normal
P70290,MPP1,55 kDa erythrocyte membrane protein OS=Mus musculus OX=10090 GN=Mpp1 PE=1 SV=1,bat,L-Glutamine,-0.057,no,no,no,MPP1_L-Glutamine,NA,NA,NA,newfound,Normal
Q9CQI3,GMFB,Glia maturation factor beta OS=Mus musculus OX=10090 GN=Gmfb PE=1 SV=3,bat,L-Glutamine,-0.0827,no,no,no,GMFB_L-Glutamine,NA,NA,NA,newfound,Normal
Q9CR27,WASHC3,WASH complex subunit 3 OS=Mus musculus OX=10090 GN=Washc3 PE=1 SV=1,bat,L-Glutamine,-0.202079223,yes,no,no,WASHC3_L-Glutamine,NA,NA,NA,newfound,Normal
Q9D3P8,PLGRKT,Plasminogen receptor (KT) OS=Mus musculus OX=10090 GN=Plgrkt PE=1 SV=1,bat,L-Glutamine,-0.0145,no,yes,no,PLGRKT_L-Glutamine,NA,NA,NA,newfound,Normal
Q9CQ73,PKP2,Plakophilin 2 OS=Mus musculus OX=10090 GN=Pkp2 PE=1 SV=1,bat,L-Glutathione reduced,-0.0508,no,no,no,PKP2_L-Glutathione reduced,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,L-Glutathione reduced,-0.0331,no,no,no,NPR3_L-Glutathione reduced,NA,NA,NA,newfound,Normal
Q91VJ2,CAVIN3,Caveolae-associated protein 3 OS=Mus musculus OX=10090 GN=Cavin3 PE=1 SV=1,bat,L-Glutathione reduced,-0.0516,no,no,no,CAVIN3_L-Glutathione reduced,NA,NA,NA,newfound,Normal
Q6PGH2,JPT2,Jupiter microtubule associated homolog 2 OS=Mus musculus OX=10090 GN=Jpt2 PE=1 SV=1,bat,L-Glutathione reduced,-0.0415,no,no,no,JPT2_L-Glutathione reduced,NA,NA,NA,newfound,Normal
E9Q616,AHNAK,AHNAK nucleoprotein (desmoyokin) OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1,bat,L-Glutathione reduced,-0.0151,no,no,no,AHNAK_L-Glutathione reduced,NA,NA,NA,newfound,Normal
P15327,BPGM,Bisphosphoglycerate mutase OS=Mus musculus OX=10090 GN=Bpgm PE=1 SV=2,bat,L-Glutathione reduced,-0.00532,no,no,yes,BPGM_L-Glutathione reduced,NA,NA,NA,newfound,Normal
P26883,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2,bat,L-Glutathione reduced,-0.106409665,yes,no,no,FKBP1A_L-Glutathione reduced,NA,NA,NA,newfound,Normal
Q80TY0,FNBP1,Formin-binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=2,bat,L-Histidine,-0.0115,no,no,no,FNBP1_L-Histidine,NA,NA,NA,newfound,Normal
Q921G6,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Mus musculus OX=10090 GN=Lrch4 PE=1 SV=1,bat,L-Histidine,-0.00242,no,no,no,LRCH4_L-Histidine,NA,NA,NA,newfound,Normal
P26041,MSN,Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3,bat,L-Histidine,-0.190676206,no,no,no,MSN_L-Histidine,NA,NA,NA,newfound,Normal
P26040,EZR,Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3,bat,L-Histidine,-0.105358776,yes,no,no,EZR_L-Histidine,NA,NA,NA,newfound,Normal
Q810U5,CCDC50,Coiled-coil domain-containing protein 50 OS=Mus musculus OX=10090 GN=Ccdc50 PE=1 SV=1,bat,L-Histidine,-0.0272,no,no,no,CCDC50_L-Histidine,NA,NA,NA,newfound,Normal
Q9Z1Z2,STRAP,Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2,bat,L-Histidine,-0.135178726,no,no,no,STRAP_L-Histidine,NA,NA,NA,newfound,Normal
Q9WTI7,MYO1C,Unconventional myosin-Ic OS=Mus musculus OX=10090 GN=Myo1c PE=1 SV=2,bat,L-Histidine,-0.0643,yes,no,no,MYO1C_L-Histidine,NA,NA,NA,newfound,Normal
Q8BH64,EHD2,EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1,bat,L-Histidine,-0.102506032,no,no,no,EHD2_L-Histidine,NA,NA,NA,newfound,Normal
P63321,RALA,Ras-related protein Ral-A OS=Mus musculus OX=10090 GN=Rala PE=1 SV=1,bat,L-Histidine,-0.127840147,no,no,no,RALA_L-Histidine,NA,NA,NA,newfound,Normal
A3KGU5,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=1",bat,L-Histidine,-0.117005216,no,no,no,SPTAN1_L-Histidine,NA,NA,NA,newfound,Normal
O70318,EPB41L2,Band 4.1-like protein 2 OS=Mus musculus OX=10090 GN=Epb41l2 PE=1 SV=2,bat,L-Histidine,-0.0607,no,no,no,EPB41L2_L-Histidine,NA,NA,NA,newfound,Normal
Q6NZR5,SKIV2L,Superkiller viralicidic activity 2-like (S. cerevisiae) OS=Mus musculus OX=10090 GN=Skiv2l PE=1 SV=1,bat,L-Histidine,-0.29270814,no,no,no,SKIV2L_L-Histidine,NA,NA,NA,newfound,Normal
Q9D8S4,REXO2,"Oligoribonuclease, mitochondrial OS=Mus musculus OX=10090 GN=Rexo2 PE=1 SV=2",bat,L-Histidine,-0.0472,no,yes,yes,REXO2_L-Histidine,NA,NA,NA,newfound,Normal
E9Q3X0,MVP,Major vault protein OS=Mus musculus OX=10090 GN=Mvp PE=1 SV=1,bat,L-Histidine,-0.0308,yes,no,no,MVP_L-Histidine,NA,NA,NA,newfound,Normal
Q8R527,RHOQ,Rho-related GTP-binding protein RhoQ OS=Mus musculus OX=10090 GN=Rhoq PE=1 SV=2,bat,L-Histidine,-0.0362,no,no,no,RHOQ_L-Histidine,NA,NA,NA,newfound,Normal
O70293-2,GRK6,Isoform GRK6B of G protein-coupled receptor kinase 6 OS=Mus musculus OX=10090 GN=Grk6,bat,L-Histidine,-0.150331787,no,no,no,GRK6_L-Histidine,NA,NA,NA,newfound,Normal
Q71FD5,ZNRF2,E3 ubiquitin-protein ligase ZNRF2 OS=Mus musculus OX=10090 GN=Znrf2 PE=1 SV=1,bat,L-Histidine,-0.163299377,no,no,no,ZNRF2_L-Histidine,NA,NA,NA,newfound,Normal
Q9D711,PIR,Pirin OS=Mus musculus OX=10090 GN=Pir PE=1 SV=1,bat,L-Histidine,-0.0323,no,no,no,PIR_L-Histidine,NA,NA,NA,newfound,Normal
Q00493,CPE,Carboxypeptidase E OS=Mus musculus OX=10090 GN=Cpe PE=1 SV=2,bat,L-Lysine,0.0224,no,no,no,CPE_L-Lysine,NA,R-HSA-264876,NA,established,Normal
P26041,MSN,Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3,bat,L-Lysine,-0.162450491,no,no,no,MSN_L-Lysine,NA,NA,NA,newfound,Normal
Q3UZ39,LRRFIP1,Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=2,bat,L-Lysine,-0.190444693,no,no,no,LRRFIP1_L-Lysine,NA,NA,NA,newfound,Normal
P63321,RALA,Ras-related protein Ral-A OS=Mus musculus OX=10090 GN=Rala PE=1 SV=1,bat,L-Lysine,-0.286581407,no,no,no,RALA_L-Lysine,NA,NA,NA,newfound,Normal
A3KGU5,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=1",bat,L-Lysine,-0.284156722,no,no,no,SPTAN1_L-Lysine,NA,NA,NA,newfound,Normal
Q61646,HP,Haptoglobin OS=Mus musculus OX=10090 GN=Hp PE=1 SV=1,bat,L-Lysine,-7.18e-4,yes,no,no,HP_L-Lysine,NA,NA,NA,newfound,Normal
Q9ERR1,NDEL1,Nuclear distribution protein nudE-like 1 OS=Mus musculus OX=10090 GN=Ndel1 PE=1 SV=2,bat,L-Lysine,-0.0556,no,no,no,NDEL1_L-Lysine,NA,NA,NA,newfound,Normal
Q9Z0G0,GIPC1,PDZ domain-containing protein GIPC1 OS=Mus musculus OX=10090 GN=Gipc1 PE=1 SV=1,bat,L-Lysine,-0.0076,no,no,no,GIPC1_L-Lysine,NA,NA,NA,newfound,Normal
Q8CGK3,LONP1,"Lon protease homolog, mitochondrial OS=Mus musculus OX=10090 GN=Lonp1 PE=1 SV=2",bat,L-Lysine,-0.278122788,no,yes,no,LONP1_L-Lysine,NA,NA,NA,newfound,Normal
P07759,SERPINA3K,Serine protease inhibitor A3K OS=Mus musculus OX=10090 GN=Serpina3k PE=1 SV=2,bat,L-Lysine,0.0237,no,no,no,SERPINA3K_L-Lysine,NA,NA,NA,newfound,Normal
Q9DCN2,CYB5R3,NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3,bat,L-Lysine,-0.140853195,yes,yes,yes,CYB5R3_L-Lysine,NA,NA,NA,newfound,Normal
Q8CJ91,CD209B,CD209 antigen-like protein B OS=Mus musculus OX=10090 GN=Cd209b PE=1 SV=2,bat,L-Lysine,0.052,no,no,no,CD209B_L-Lysine,NA,NA,NA,newfound,Normal
P28798,GRN,Progranulin OS=Mus musculus OX=10090 GN=Grn PE=1 SV=2,bat,L-Lysine,-0.0458,no,no,no,GRN_L-Lysine,NA,NA,NA,newfound,Normal
O70293-2,GRK6,Isoform GRK6B of G protein-coupled receptor kinase 6 OS=Mus musculus OX=10090 GN=Grk6,bat,L-Lysine,-0.197720885,no,no,no,GRK6_L-Lysine,NA,NA,NA,newfound,Normal
O88792,F11R,Junctional adhesion molecule A OS=Mus musculus OX=10090 GN=F11r PE=1 SV=2,bat,L-Lysine,-0.150377625,no,no,no,F11R_L-Lysine,NA,NA,NA,newfound,Normal
